#{"t_start": 1690330778.5383134, "env_id": null}
r,l,t
148.576063,196,1962.582619
270.162282,124,1964.680264
246.15095,97,1966.332093
164.372379,41,1967.039673
188.123603,64,1968.1355
131.909997,19,1968.484136
160.657527,56,1969.469199
282.939945,137,1971.776547
210.651453,69,1972.963539
206.741408,64,1974.078023
287.195905,116,1976.066875
321.668293,145,1978.560243
152.60668,38,1979.224239
268.350783,156,1981.957144
259.359426,90,1983.502236
279.023127,113,1985.455136
256.82435,98,1987.113427
248.014754,100,1988.800411
257.66167,100,1990.530636
177.982723,47,1991.346765
225.091891,82,1992.770783
180.414704,51,1993.651235
149.323079,29,1994.168289
207.385994,71,1995.378098
282.054968,118,1997.419492
230.388234,81,1998.799053
127.148978,39,1999.471581
151.522227,39,2000.15224
263.165044,104,2001.943441
204.331644,152,2004.511884
198.16532,78,2005.839292
233.304993,105,2007.646995
280.976716,107,2009.511125
277.501673,125,2011.648146
149.883478,35,2012.258613
238.668267,84,2013.684051
235.31845,84,2015.113863
223.923142,75,2016.394363
192.159709,79,2017.751236
37.48327,201,2021.192021
201.96913,63,2022.272253
30.097265,201,2025.670748
205.582273,64,2026.75914
262.274986,125,2028.868939
147.146935,34,2029.460028
112.016987,82,2030.852705
119.600868,16,2031.151679
194.603268,61,2032.199739
208.04213,76,2033.517231
-255.877157,201,2036.91401
213.740128,63,2038.007869
154.24395,33,2038.583757
307.653498,129,2040.805438
224.33114,80,2042.190693
209.059017,74,2043.454232
204.147707,64,2044.648815
187.886235,58,2045.645265
270.791643,108,2047.478597
230.105528,82,2048.882965
-205.408617,201,2052.268843
234.246916,98,2053.920036
243.279349,89,2055.474185
173.535523,64,2056.580336
168.510099,77,2057.910384
119.030294,13,2058.15801
207.416153,66,2059.285667
0.685819,201,2062.701667
181.761323,79,2064.086256
147.658872,30,2064.610067
214.323132,76,2065.923597
340.784405,169,2068.796218
260.687182,100,2070.556906
154.379011,57,2071.590394
230.197612,73,2072.869845
157.584788,40,2073.571914
266.800178,141,2075.982857
193.890678,103,2077.738412
228.606882,73,2078.983915
232.978468,87,2080.501888
267.642905,110,2082.352464
121.492477,18,2082.687279
183.834241,49,2083.532563
267.064473,119,2085.532336
150.195032,35,2086.170062
197.698826,56,2087.150732
271.36068,108,2089.003035
-132.781613,201,2092.394658
31.818152,201,2095.813293
211.088966,76,2097.131612
303.825583,144,2099.611794
140.783437,201,2103.137079
196.407418,65,2104.267492
327.742188,147,2106.76098
200.378978,67,2107.917627
194.230754,59,2108.948485
150.855815,41,2109.687221
214.43861,76,2110.984843
300.767505,116,2113.004282
206.236414,66,2114.136477
123.857169,201,2117.528673
176.165499,51,2118.415409
294.901059,123,2120.515637
142.123605,28,2121.017412
153.372815,45,2121.801652
215.181561,110,2123.654441
131.701471,23,2124.065699
210.068625,71,2125.277701
-60.243675,201,2128.714103
137.695083,21,2129.099225
207.48737,157,2131.821747
184.327682,50,2132.684023
104.113692,7,2132.832
243.03819,97,2134.495097
206.312531,70,2135.710538
209.63684,71,2136.924643
215.361003,80,2138.294678
203.164204,74,2139.593471
220.061513,74,2140.856097
146.960995,31,2141.398916
256.894612,93,2142.977127
258.910239,98,2144.63961
149.645565,34,2145.233285
105.062929,3,2145.319759
121.279275,16,2145.617009
206.679186,73,2146.879817
191.237091,201,2150.322801
142.591872,30,2150.856858
-7.56815,201,2154.26446
181.845945,46,2155.064001
285.73312,160,2157.798762
254.891872,94,2159.394224
150.111024,40,2160.085919
219.698467,80,2161.493473
287.458956,121,2163.563325
242.553488,173,2166.496839
83.650291,201,2169.867557
130.619219,78,2171.199261
135.409665,80,2172.555714
216.89563,74,2173.833234
273.169618,105,2175.632119
191.033063,66,2176.780993
240.354344,93,2178.371954
-37.738206,201,2181.856715
177.728537,150,2184.41662
245.976069,96,2186.060578
160.28999,38,2186.722247
163.594289,40,2187.428477
254.341267,93,2189.024416
277.219981,110,2190.936377
119.04887,10,2191.136751
182.176478,87,2192.674362
250.882501,91,2194.269364
221.255455,183,2197.371474
180.32213,50,2198.2328
137.379455,27,2198.712217
216.599333,115,2200.672085
161.252341,36,2201.323213
180.622555,58,2202.31807
157.156413,35,2202.932635
215.173887,81,2204.312488
214.557405,68,2205.491784
224.374418,84,2206.93822
188.408119,52,2207.888476
191.770621,65,2209.017153
181.432445,201,2212.434146
208.40004,66,2213.555263
223.103558,84,2214.989779
66.962147,201,2218.447182
190.682984,56,2219.40541
132.62597,29,2219.918772
204.791534,74,2221.231951
153.926002,44,2222.005373
277.476764,105,2223.823231
232.956085,83,2225.252554
246.674327,107,2227.05426
253.638329,90,2228.583281
268.692275,108,2230.425054
-22.919445,201,2233.826211
208.885939,73,2235.077321
169.502111,39,2235.74873
130.279214,20,2236.112499
132.260832,20,2236.479734
-37.539597,201,2239.874987
202.80637,69,2241.069922
301.997237,127,2243.206362
279.840249,108,2245.098261
101.216421,201,2248.501193
185.543266,53,2249.410235
120.7339,22,2249.806997
142.20731,24,2250.236039
197.821941,64,2251.399725
177.341506,59,2252.408908
211.134956,73,2253.687941
180.534865,57,2254.66833
234.72122,90,2256.288319
177.951065,49,2257.14145
190.332749,57,2258.158997
240.063878,93,2259.770193
293.94704,139,2262.123705
192.259061,68,2263.283194
176.983893,50,2264.139092
231.268643,79,2265.483444
218.694016,110,2267.347339
32.819991,201,2270.8414
199.881279,59,2271.867811
201.497116,86,2273.334942
194.696849,60,2274.447972
153.610974,43,2275.150213
213.044313,72,2276.375487
142.147411,183,2279.451699
207.333788,75,2280.777112
266.647997,201,2284.185698
130.095941,21,2284.569935
132.907594,25,2285.019238
263.451893,99,2286.707824
226.49338,74,2287.987722
89.012799,201,2291.362357
192.939182,68,2292.573674
225.970116,75,2293.855122
163.303687,45,2294.638868
203.995247,57,2295.615778
68.259489,201,2299.081542
22.691231,201,2302.473548
134.532319,18,2302.808239
232.963131,90,2304.37269
-25.090737,201,2307.78753
208.59363,65,2308.90061
212.511461,68,2310.052
111.786283,18,2310.382902
92.727018,201,2313.816914
153.57342,42,2314.551497
215.918123,78,2315.883439
208.487644,73,2317.126469
234.097443,84,2318.548623
165.031649,41,2319.275979
239.075511,92,2320.833617
184.84922,59,2321.866544
267.281443,120,2323.90151
161.676285,35,2324.516396
167.369455,50,2325.3958
252.481781,183,2328.46471
163.693242,40,2329.155263
167.142706,42,2329.88293
166.434011,51,2330.758816
166.21503,45,2331.535193
175.123734,48,2332.370531
277.791477,111,2334.240986
247.732144,92,2335.80125
246.499908,109,2337.665984
185.901517,52,2338.557013
239.081251,93,2340.151657
198.114597,68,2341.405979
222.018923,72,2342.638992
244.061529,96,2344.283821
252.1747,93,2345.898884
175.479379,50,2346.774443
209.579905,79,2348.139127
246.536876,91,2349.684196
321.730495,136,2351.968302
165.173887,47,2352.781037
270.218898,98,2354.489475
157.690935,201,2357.862375
175.588403,103,2359.709256
26.28858,27,2360.188258
296.217,130,2362.388078
309.167303,138,2364.760397
240.14719,101,2366.486496
19.673423,201,2369.878005
179.01014,51,2370.820169
190.490127,59,2371.886521
207.702617,69,2373.06206
150.528928,35,2373.682995
217.905601,67,2374.841403
56.232839,16,2375.140453
223.303219,71,2376.352635
162.285682,48,2377.176114
282.257049,150,2379.688553
172.153702,42,2380.412984
190.852741,63,2381.518152
178.902543,45,2382.299344
172.284092,41,2383.037629
225.472335,110,2384.935465
167.252858,53,2385.847733
170.494155,42,2386.581875
187.708306,68,2387.73671
193.013817,58,2388.751982
222.086488,92,2390.32114
88.365276,11,2390.540199
212.556571,64,2391.640855
228.820685,88,2393.166135
227.106611,101,2394.907786
268.265512,102,2396.652938
70.131125,201,2400.073164
142.165284,30,2400.598682
118.917492,14,2400.990972
179.364831,57,2401.988084
175.468469,62,2403.053516
137.128139,28,2403.550917
228.356986,100,2405.257022
38.905916,201,2408.673128
213.115808,73,2409.926519
179.459126,59,2410.944351
177.659243,50,2411.808169
3.659978,201,2415.240384
100.427569,12,2415.47503
156.222285,50,2416.330721
60.761819,201,2419.728789
161.480242,34,2420.329824
177.215193,94,2421.919113
260.568525,106,2423.733166
36.814785,201,2427.109062
224.133139,80,2428.471118
26.973448,201,2431.930161
150.044891,42,2432.662693
73.84995,201,2436.091298
119.491844,13,2436.341031
-11.582832,201,2439.726533
179.934745,53,2440.637072
256.556962,105,2442.517853
276.378651,122,2444.56406
258.849575,130,2446.78093
221.62991,79,2448.141049
221.712936,85,2449.5956
126.495232,24,2450.029194
26.763817,16,2450.326185
290.697415,122,2452.402957
208.475522,78,2453.734251
120.101099,201,2457.119201
163.928026,44,2457.899894
124.829175,19,2458.241387
228.908369,95,2459.850271
201.973275,112,2461.842661
174.276829,57,2462.822562
189.544534,53,2463.739018
193.689312,59,2464.750171
88.276818,59,2465.775366
188.772656,79,2467.125167
217.613456,80,2468.494123
-320.624122,57,2469.470742
-39.118106,201,2472.847119
177.236879,54,2473.775304
266.807442,111,2475.660508
107.191253,17,2475.99517
51.582534,93,2477.573951
35.757942,201,2481.008894
147.752993,32,2481.569403
183.433296,57,2482.568751
143.239471,27,2483.044955
208.205187,94,2484.636382
155.221032,40,2485.413797
181.017888,48,2486.258859
239.761903,90,2487.785089
4.200186,201,2491.276829
113.099061,9,2491.479268
142.219435,22,2491.888119
192.865461,107,2493.771061
132.626781,18,2494.10729
153.649559,37,2494.747756
145.434922,29,2495.285817
289.028923,123,2497.388516
134.747384,31,2497.928982
345.376205,166,2500.7552
325.101753,137,2503.054273
266.45086,119,2505.106909
225.720415,85,2506.598935
277.752232,118,2508.645337
221.964459,73,2509.926612
242.778281,90,2511.475856
249.798064,91,2513.041159
237.950331,85,2514.501857
154.752667,33,2515.113662
212.992556,72,2516.328291
89.303781,201,2519.715171
137.82289,20,2520.079672
134.66491,29,2520.608756
150.730585,36,2521.27389
258.279284,99,2522.995372
191.525813,57,2523.98797
270.600325,129,2526.191639
284.6181,115,2528.141812
157.662387,201,2531.536194
155.59924,30,2532.081358
240.983184,89,2533.590971
247.855103,91,2535.140089
222.750049,80,2536.497476
258.911445,97,2538.132313
216.968938,91,2539.672126
188.83425,54,2540.620729
131.422481,22,2541.016344
200.445451,77,2542.340231
-8.470098,111,2544.226065
195.801503,75,2545.510352
308.010739,145,2547.958561
312.146374,125,2550.080641
220.447425,100,2551.817832
195.305696,65,2552.961864
135.779565,28,2553.457083
218.301292,70,2554.67107
245.652144,95,2556.33702
261.48481,108,2558.192458
208.052731,201,2561.572023
226.097931,84,2563.013678
173.5514,50,2563.872508
216.965102,78,2565.21909
248.329625,90,2566.779356
233.181846,80,2568.156154
163.903975,44,2568.935222
296.757515,122,2571.063625
219.956606,74,2572.32734
191.839665,61,2573.368717
219.406653,83,2574.777673
288.464472,119,2576.792562
260.087394,101,2578.499227
157.953448,201,2581.920519
153.261196,35,2582.531238
191.565409,55,2583.494549
181.593247,60,2584.521618
212.618465,74,2585.804942
275.557924,110,2587.697725
188.076877,55,2588.636792
243.565284,88,2590.137802
159.681829,33,2590.716186
233.524257,84,2592.135369
162.632811,37,2592.779739
249.319502,92,2594.340814
320.315787,164,2597.103534
336.19639,153,2599.6995
145.828922,105,2601.514549
227.956268,80,2602.889503
9.605322,201,2606.296105
130.500091,17,2606.609502
194.10343,54,2607.540769
235.991455,92,2609.096031
-356.820962,201,2612.533477
211.460472,61,2613.597557
42.646872,201,2617.022957
158.301929,34,2617.6234
207.699552,71,2618.852169
175.420189,48,2619.696868
218.66604,75,2620.973923
215.250026,70,2622.19021
100.078173,201,2625.554865
206.629862,65,2626.678645
219.538264,94,2628.264548
-40.214264,201,2631.688553
60.379032,201,2635.10813
190.332107,65,2636.209359
259.118544,96,2637.84126
220.667734,96,2639.484026
95.080881,201,2642.984761
121.312693,57,2643.973741
190.106196,57,2644.947788
123.371601,93,2646.544268
199.648057,60,2647.576798
206.300831,102,2649.322474
196.987167,80,2650.717529
188.962621,53,2651.639785
173.39284,45,2652.43741
-11.912042,201,2655.805323
104.698057,3,2655.893579
183.248733,52,2656.804926
115.481943,10,2657.005794
171.244334,41,2657.734106
183.800393,47,2658.546795
78.283004,201,2661.932802
156.261786,40,2662.633086
156.243804,37,2663.281541
157.815596,32,2663.882365
156.182023,32,2664.443187
224.907894,80,2665.819427
137.591641,20,2666.188988
109.715527,7,2666.338454
290.261089,117,2668.349472
136.301477,25,2668.79905
209.453315,73,2670.044089
247.307483,107,2671.921925
248.494676,90,2673.44925
109.485529,13,2673.697561
209.417333,64,2674.793961
212.454146,99,2676.481698
269.631374,107,2678.324569
75.810761,201,2681.707762
231.164158,84,2683.147794
176.649413,49,2683.998396
233.713296,86,2685.473874
289.805825,114,2687.395223
220.212302,78,2688.736423
211.449687,71,2689.993945
285.557439,124,2692.098629
-133.06689,201,2695.494749
128.033304,15,2695.780164
214.162836,73,2697.043388
172.263607,201,2700.442253
174.13349,40,2701.148628
-67.561891,28,2701.675584
211.080794,72,2702.913161
235.394509,82,2704.312572
296.388824,163,2707.056399
332.347427,146,2709.529106
286.814719,125,2711.651747
173.747747,61,2712.69232
168.353944,51,2713.568518
242.995501,84,2715.000236
202.467685,64,2716.099586
148.254761,67,2717.292202
188.321773,64,2718.423138
110.8622,13,2718.672942
209.134505,65,2719.79324
195.835512,62,2720.874508
154.354601,31,2721.421178
242.563343,82,2722.843473
206.23156,79,2724.182812
196.214723,65,2725.315365
251.567921,153,2727.962926
263.596465,118,2729.959524
286.995356,128,2732.246742
241.051841,191,2735.50674
151.892598,35,2736.117264
184.033811,61,2737.194494
152.830162,39,2737.965658
221.408702,73,2739.202584
195.714686,59,2740.243281
142.288855,27,2740.722138
181.717884,51,2741.601726
160.212836,38,2742.27654
216.298699,72,2743.500866
235.475127,84,2744.931675
173.223817,44,2745.696139
229.135665,77,2747.027451
169.491194,45,2747.811687
175.465846,49,2748.649146
187.565518,55,2749.628951
249.060069,88,2751.157359
71.076069,201,2754.539352
123.800079,156,2757.210431
289.739781,124,2759.299166
264.704349,98,2760.996234
240.147514,91,2762.571891
322.347937,153,2765.192254
285.157971,109,2767.051251
211.518209,67,2768.191045
278.630081,112,2770.079669
230.039117,82,2771.489325
165.884435,42,2772.21882
301.511768,122,2774.299718
232.153917,74,2775.578779
288.443587,111,2777.543844
199.007967,60,2778.567364
183.737822,52,2779.493549
184.781812,47,2780.307177
278.858747,110,2782.202505
233.511513,77,2783.530556
240.786611,99,2785.214555
204.365652,85,2786.69844
292.913511,121,2788.73453
159.425279,63,2789.807875
154.558882,37,2790.467274
207.891749,60,2791.544566
99.410862,201,2794.978068
205.025547,79,2796.335085
142.320582,31,2796.887807
109.675477,51,2797.777258
247.570671,117,2799.761324
60.545921,201,2803.19454
162.839415,34,2803.79635
178.553666,47,2804.61179
290.768858,122,2806.67861
137.052555,201,2810.115743
187.739788,53,2811.05133
149.514304,31,2811.597892
277.871903,106,2813.394295
225.93565,77,2814.704882
249.200555,96,2816.366531
83.801211,154,2819.008928
156.677622,31,2819.578849
166.941624,39,2820.249545
151.438808,38,2820.927163
194.537014,91,2822.55144
100.986038,1,2822.601662
211.374274,86,2824.079349
172.287105,48,2824.913509
183.577478,51,2825.818237
85.47215,201,2829.251163
144.613225,33,2829.831735
223.010954,129,2832.016322
293.096191,121,2834.078092
205.669308,65,2835.191054
114.602354,8,2835.357188
288.542746,113,2837.283328
184.915724,50,2838.166436
267.185211,95,2839.819507
128.331311,16,2840.12371
185.655807,61,2841.166277
251.633465,184,2844.269126
260.45471,104,2846.025355
204.991435,65,2847.138092
268.099218,110,2848.992209
152.220336,32,2849.55953
242.220114,127,2851.753105
104.320569,25,2852.219427
132.977262,19,2852.566724
263.591501,104,2854.359851
307.379497,130,2856.54608
155.167006,35,2857.164229
135.393874,25,2857.611053
228.309098,126,2859.751351
233.386737,87,2861.260019
223.693614,99,2862.977466
264.748849,119,2865.053322
170.1639,45,2865.838067
147.123682,59,2866.84802
204.788393,58,2867.865619
129.452923,27,2868.344849
196.984665,68,2869.576131
147.191604,201,2872.980276
111.271876,25,2873.459347
126.062793,19,2873.808683
156.30237,30,2874.342938
132.935703,20,2874.707203
235.891626,201,2878.103166
156.124138,31,2878.654231
276.371185,112,2880.562316
-165.29146,102,2882.317552
196.581917,81,2883.715053
211.26371,77,2885.042664
276.866427,127,2887.199371
180.331852,49,2888.046301
256.76852,125,2890.155789
317.1758,134,2892.466316
169.651797,201,2895.852654
222.681894,76,2897.170982
263.202505,104,2898.959028
285.380044,107,2900.790972
228.415559,77,2902.116629
162.442114,56,2903.097616
214.22856,70,2904.297902
153.091391,102,2906.05174
190.555761,161,2908.80166
175.611471,47,2909.612837
187.859638,52,2910.513225
182.864401,46,2911.347149
222.579934,117,2913.332049
149.942781,39,2914.049204
117.19795,91,2915.600477
113.383396,31,2916.14912
263.120829,99,2917.828897
254.28853,89,2919.352809
128.65185,26,2919.816384
243.985173,91,2921.361493
203.534552,65,2922.522586
163.987321,45,2923.302342
212.250968,78,2924.646762
252.40482,110,2926.547333
187.648367,58,2927.544141
166.348934,40,2928.257635
187.987592,47,2929.06839
4.145145,201,2932.44359
42.149157,32,2933.010364
220.298389,67,2934.146417
133.020984,22,2934.53802
212.717416,77,2935.851544
204.248473,67,2936.999342
223.579712,72,2938.258268
181.486175,60,2939.291876
163.987643,41,2940.005445
170.462532,56,2941.001049
201.952421,90,2942.576183
181.753,46,2943.382587
135.594064,72,2944.603479
273.950815,116,2946.58117
274.938798,124,2948.711103
247.149617,90,2950.240407
257.615034,101,2951.98652
247.051151,111,2953.905147
144.723758,29,2954.421323
216.253,87,2955.89349
235.162792,84,2957.320636
344.433271,152,2959.899077
197.100056,59,2960.909339
244.203917,91,2962.483336
172.099112,93,2964.060319
119.555237,19,2964.410806
151.886085,37,2965.057046
250.914069,129,2967.24829
246.000575,199,2970.607792
328.461666,151,2973.176926
178.802997,146,2975.670612
102.935613,201,2979.07105
158.094307,40,2979.771254
171.497438,55,2980.715438
135.323259,24,2981.148953
174.369972,93,2982.739195
239.80845,118,2984.750535
282.549836,104,2986.532996
179.806193,50,2987.413862
266.334519,104,2989.245038
294.20111,117,2991.237263
235.183397,201,2994.637815
201.833262,68,2995.798609
171.77928,43,2996.585393
158.046758,37,2997.227681
262.594703,99,2998.954321
313.692588,141,3001.367978
202.775551,75,3002.649165
179.473369,53,3003.583201
209.35332,67,3004.74439
292.107697,137,3007.070721
270.433167,111,3008.961415
213.897936,70,3010.171826
261.292171,105,3011.985584
209.104827,80,3013.33624
184.969482,55,3014.285104
126.904252,32,3014.844107
126.285161,24,3015.277594
225.466564,93,3016.872407
300.905687,194,3020.157809
117.439908,23,3020.572786
129.129373,20,3020.939487
131.431375,17,3021.25556
147.686369,59,3022.266859
134.063891,20,3022.664845
196.92663,64,3023.763565
177.136088,53,3024.695959
237.24969,78,3026.074476
275.079403,119,3028.084887
216.820581,201,3031.523499
189.921852,55,3032.489977
243.033688,98,3034.168845
208.756184,63,3035.29591
191.135547,59,3036.29934
205.530456,64,3037.416499
211.381211,74,3038.668411
283.011762,149,3041.202189
153.128843,33,3041.779939
210.480059,71,3043.02855
82.114439,201,3046.395139
119.335209,20,3046.782579
245.24143,90,3048.307609
160.108999,41,3049.035602
156.568525,37,3049.696747
301.956215,131,3051.905717
290.988696,120,3054.029357
156.339524,201,3057.398711
200.965434,70,3058.598409
236.744085,183,3061.689997
171.997898,46,3062.643064
209.476041,73,3063.827625
243.045638,87,3065.305553
239.982739,104,3067.081273
288.770503,123,3069.205926
320.739717,135,3071.465918
104.121027,14,3071.731652
256.74069,103,3073.47258
139.09036,29,3073.989598
145.100695,24,3074.422966
131.861652,31,3074.988652
155.140421,33,3075.574012
143.701018,31,3076.119836
169.926595,38,3076.799197
150.489161,35,3077.416229
145.897971,28,3077.90854
219.199397,73,3079.184336
238.090435,100,3080.871013
198.359463,67,3082.030969
172.77383,70,3083.229673
315.915523,186,3086.370312
111.827123,32,3086.936274
172.740839,44,3087.718706
223.400401,68,3088.878953
326.766125,147,3091.428398
269.163833,99,3093.177607
227.159898,77,3094.525116
207.059593,63,3095.61915
209.38474,71,3096.829274
109.836842,7,3096.980488
138.91287,25,3097.440875
183.707682,47,3098.25569
250.506206,88,3099.752681
230.10808,78,3101.080003
200.158757,65,3102.196059
163.954152,36,3102.840778
255.745321,99,3104.537391
214.791227,88,3106.031524
233.680631,85,3107.488245
148.933339,28,3107.99224
72.790498,125,3110.123778
295.935128,109,3112.024503
182.501757,46,3112.816194
217.802125,71,3114.049237
193.175501,58,3115.042151
132.853104,18,3115.389999
262.92398,100,3117.120874
188.842088,69,3118.300181
244.318663,86,3119.766188
78.743998,93,3121.359565
165.847427,45,3122.165187
137.721037,32,3122.725215
195.568283,58,3123.723845
232.689072,80,3125.101036
200.245499,60,3126.124681
158.567264,38,3126.789137
127.901436,27,3127.29408
132.895518,26,3127.759505
258.430779,112,3129.678746
108.103091,13,3129.929513
295.350596,113,3131.853719
111.434098,13,3132.101073
230.156865,74,3133.366934
197.17278,58,3134.363228
190.302241,58,3135.356115
181.180592,44,3136.123306
236.020572,80,3137.505817
231.776193,87,3139.018608
200.090118,57,3140.000808
264.627659,120,3142.0406
153.086782,39,3142.729973
198.298734,55,3143.684073
214.954944,75,3144.982312
231.456037,86,3146.446111
310.035956,187,3149.620484
303.439457,127,3151.811805
279.952103,106,3153.624394
261.394325,97,3155.284934
155.054225,43,3156.024517
182.950487,63,3157.121316
326.840738,136,3159.419174
241.796196,95,3161.043505
291.962666,111,3163.006009
174.939107,92,3164.533569
182.521123,67,3165.693354
238.442759,85,3167.154711
118.650294,20,3167.519249
163.259854,43,3168.269119
196.48288,55,3169.238641
197.780513,57,3170.221545
233.469696,87,3171.756662
246.104734,110,3173.667708
114.972227,16,3173.964946
130.61061,31,3174.512422
186.240342,48,3175.335723
122.083318,15,3175.617198
178.566669,51,3176.500381
279.818119,109,3178.332689
324.566204,150,3180.860576
241.1305,106,3182.73433
243.8743,157,3185.436997
120.593592,21,3185.818322
185.01008,67,3186.967148
154.689995,30,3187.589564
226.069212,79,3188.924347
164.881608,44,3189.69007
189.643986,53,3190.598861
240.554006,93,3192.208797
139.801903,38,3192.890733
223.674171,73,3194.136093
193.319793,90,3195.669391
207.700614,81,3197.043394
336.53042,161,3199.791452
157.812501,119,3201.835769
288.741488,116,3203.823981
261.923802,143,3206.237745
241.543558,118,3208.250144
292.305975,120,3210.312912
169.139964,45,3211.13955
218.036593,72,3212.50731
233.256987,112,3214.420235
262.67496,96,3216.062827
225.878207,130,3218.287896
315.131165,139,3220.627857
249.550454,91,3222.189636
166.784444,42,3222.921075
133.33092,18,3223.271759
222.187361,76,3224.563312
195.482839,95,3226.21056
183.707618,51,3227.091958
256.203927,95,3228.74834
208.806664,65,3229.893845
191.047257,65,3231.106688
233.653877,84,3232.561379
257.847017,103,3234.323707
173.913497,45,3235.12689
273.731739,132,3237.361876
244.658131,116,3239.33782
274.855543,123,3241.604327
236.704319,85,3243.091708
178.249622,75,3244.358987
213.827164,96,3246.022785
202.360456,56,3246.986768
296.29651,119,3249.02043
201.257798,67,3250.217763
273.450319,117,3252.233268
270.424727,112,3254.12671
186.940789,66,3255.258453
243.465386,115,3257.193538
233.107681,89,3258.734197
200.696292,63,3259.870757
227.269035,77,3261.202497
154.022312,31,3261.753785
146.877723,201,3265.130434
69.920549,201,3268.664608
185.303563,63,3269.745766
166.545586,48,3270.586278
295.461122,119,3272.639265
213.9033,113,3274.558123
192.571727,59,3275.588657
204.247238,64,3276.683563
220.05798,75,3277.9942
136.364043,21,3278.373048
123.52559,25,3278.825532
187.443869,53,3279.768959
205.073792,67,3280.915692
196.051801,64,3282.071985
184.155636,52,3282.973047
186.681792,58,3284.006115
271.4212,128,3286.160691
126.211557,163,3288.928686
234.380425,118,3290.984443
176.402731,46,3291.794193
282.575039,112,3293.707685
108.406869,11,3293.925957
185.017928,46,3294.717832
158.324157,34,3295.318839
141.203118,23,3295.762403
222.811219,75,3297.039955
172.873844,44,3297.828386
235.497417,102,3299.571566
251.521327,90,3301.087901
24.727312,160,3303.826913
188.026347,88,3305.355849
101.787618,147,3307.838627
229.935543,74,3309.134146
181.754645,48,3309.961882
179.984258,131,3312.240391
249.312268,87,3313.746283
167.106382,58,3314.791485
-89.848729,201,3318.201387
207.045554,59,3319.24353
252.817336,92,3320.825044
292.789198,200,3324.238562
118.9305,59,3325.250602
291.54807,109,3327.125153
361.038792,153,3329.718409
107.404725,199,3333.286964
145.906096,66,3334.416372
230.508766,77,3335.730238
191.921482,80,3337.121254
200.891171,62,3338.185143
215.365593,64,3339.317369
315.967147,131,3341.525302
199.404185,63,3342.597663
156.037888,47,3343.404808
109.248638,13,3343.656186
179.745575,48,3344.485737
177.348457,66,3345.621048
166.167203,39,3346.307519
251.738456,112,3348.189549
210.420127,78,3349.544402
260.680491,99,3351.221915
172.936641,48,3352.050308
225.55128,80,3353.408703
198.386275,62,3354.471609
85.470832,84,3355.936085
198.24179,67,3357.092994
144.824341,27,3357.590548
216.572058,78,3358.926153
127.900237,201,3362.372839
239.370422,77,3363.691981
251.963228,96,3365.343611
243.201875,84,3366.760014
164.694942,201,3370.197481
136.989173,25,3370.639793
239.137361,94,3372.24396
159.505252,41,3372.953443
266.957487,99,3374.658344
191.725787,59,3375.660485
252.150147,98,3377.357111
211.667942,74,3378.648746
193.126944,94,3380.237156
165.563636,37,3380.88375
174.888966,44,3381.645602
67.208059,56,3382.626434
123.69228,18,3382.959878
199.914092,57,3383.940303
180.642227,52,3384.834312
228.37607,78,3386.159045
197.85156,64,3387.270175
276.834523,109,3389.127635
183.52134,55,3390.076052
129.053618,19,3390.425687
183.806428,60,3391.513381
161.823039,66,3392.64416
188.693657,55,3393.610181
286.212073,118,3395.62102
282.012644,113,3397.523405
127.538467,23,3397.931818
285.101055,131,3400.128991
180.683346,47,3400.951484
311.388178,123,3403.052864
173.351401,123,3405.140787
237.709011,84,3406.563871
182.041337,159,3409.281384
121.103613,201,3412.671914
117.282658,27,3413.151818
192.221218,56,3414.113307
218.913202,73,3415.370639
171.151431,43,3416.112381
276.169176,101,3417.857559
327.134267,148,3420.392141
247.250651,85,3421.946973
110.617901,58,3422.940773
203.250353,76,3424.254783
227.916674,74,3425.515854
222.152152,92,3427.067277
226.94377,85,3428.518013
262.677323,106,3430.328624
115.94854,12,3430.576463
247.475523,88,3432.074054
150.283503,71,3433.301109
159.776737,36,3433.979591
250.450422,105,3435.752878
201.941234,64,3436.878909
104.976605,33,3437.461237
210.829937,69,3438.654637
249.223853,91,3440.209775
159.814062,33,3440.785629
221.577742,72,3442.011275
134.131059,26,3442.474556
166.228019,37,3443.12434
109.433511,201,3446.540219
157.884161,36,3447.164655
195.683103,59,3448.204644
240.986313,93,3449.815546
183.562462,140,3452.229355
248.392209,89,3453.73836
194.510841,66,3454.894301
226.044433,77,3456.202
172.844671,45,3456.978157
158.441461,35,3457.595387
214.826963,100,3459.366736
144.897127,29,3459.883306
210.036896,64,3460.978448
184.027074,64,3462.092017
157.510391,36,3462.722876
213.287505,66,3463.870073
207.433344,70,3465.095805
218.21801,70,3466.327276
165.344671,39,3467.007901
233.87362,89,3468.57501
205.185309,67,3469.749067
235.136148,84,3471.195954
225.830766,75,3472.478467
126.218376,16,3472.77683
199.461349,93,3474.38333
246.102049,89,3475.896178
124.15425,14,3476.161157
218.742103,74,3477.462435
193.179059,56,3478.423159
185.317161,51,3479.36646
159.382842,37,3480.008891
193.289043,62,3481.081239
137.609491,21,3481.45633
144.790572,29,3481.97615
174.316463,42,3482.707262
145.635638,29,3483.241065
181.896002,64,3484.335634
145.786072,115,3486.293414
200.847372,70,3487.500211
163.2349,42,3488.226531
141.567533,29,3488.754757
180.851669,47,3489.571771
217.757684,70,3490.764158
131.424379,201,3494.240608
208.194977,70,3495.438963
