,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,140.6756956577301,4.0,23.298319174023217,31.7418642371771
1,104.71038556098938,2.0,10.471867611785006,25.14244520117974
2,104.71853137016296,0.0,0.0,0.0
3,116.9869556427002,0.0,9.103281189683054,27.92768788575229
4,116.99507975578308,0.0,0.0,0.0
5,103.95788526535034,0.0,7.890006914967468,24.92754344258611
6,100.87877368927002,0.0,4.9418457212434515,24.990631950769686
7,119.24390697479248,2.0,15.97906420758663,29.273433647536066
8,107.52972531318665,0.0,2.0854989567392272,25.386432615009692
9,112.09722781181335,0.0,11.125343296416512,27.208828394669855
10,124.2156777381897,0.0,17.739584278194037,28.93884014253747
11,115.74153685569763,1.0,15.701905018871248,27.0067100025254
12,115.75304555892944,1.0,15.700343862841498,27.0067100025254
PROMEDIO,114.11572516881503,0.7692307692307693,10.310543094796259,23.042394424789908
