,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,128.6886818408966,1.0,12.946201240499628,28.200972807344655
1,124.20405507087708,1.0,7.937109996435067,25.829772870021714
2,159.7076678276062,5.0,21.008551142830786,33.181910901785386
3,159.71976232528687,0.0,0.0,0.0
4,126.2786431312561,1.0,7.44723009292885,26.10175646020822
5,114.60364174842834,2.0,19.109482561933763,26.137405713749732
6,119.6262218952179,0.0,6.720080638926805,25.164395542205398
7,119.63796758651733,0.0,0.0,0.0
8,151.49407815933228,2.0,15.073689218862329,32.347707738746514
9,133.71315050125122,2.0,11.845163122019924,29.42014363686044
10,190.7129364013672,3.0,12.576803204296366,40.42056742640489
PROMEDIO,138.9442551352761,1.5454545454545454,10.424028292612137,24.25496664521154
