,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,67.73299999999999,1.0,10.930057637316587,25.73574065344022
1,67.734,0.0,0.0,0.0
2,78.83200000000002,3.0,19.469299216238504,26.394365651711343
3,64.43299999999999,0.0,0.0,24.526874238527093
4,64.435,0.0,0.0,0.0
5,84.69799999999998,2.0,14.606344733357238,28.64585470442714
6,75.99400000000003,2.0,16.568622347662078,26.898854205624655
7,71.59999999999997,2.0,18.000274064154606,25.421984970301196
8,72.39999999999998,2.0,20.02039930438469,25.820585542699334
9,70.63400000000001,2.0,15.685805533984528,25.359401790361037
10,71.63300000000004,1.0,7.845602801971306,25.558924553923692
PROMEDIO,71.82963636363637,1.3636363636363635,11.193309603551777,21.30568966463779
