,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,81.09699999999998,0.0,6.421214401136178,29.58147724995146
1,75.684,1.0,9.123041692668947,28.307068041418983
2,75.68500000000003,0.0,0.0,0.0
3,78.37900000000002,2.0,32.35078456915018,29.788064146334044
4,88.79699999999997,1.0,15.608396613600695,31.940992262917273
5,71.13100000000003,1.0,13.49518607504091,27.619967206997465
6,81.46699999999998,0.0,6.527705903545943,30.12002688361498
7,87.99900000000002,0.0,7.513769147157637,30.96670892699995
8,93.56600000000003,0.0,4.064096767548743,33.77694180147054
9,74.80500000000006,0.0,8.505954835497906,29.082440187617557
10,78.19399999999996,0.0,6.896104185002559,29.568984462343042
11,78.64999999999998,0.0,6.856121686485569,29.694167309614773
PROMEDIO,80.45450000000001,0.4166666666666667,9.780197989736271,27.537236539940007
