,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,80.39200000000001,2.0,27.346570689425036,26.27336042734266
1,73.43099999999998,0.0,0.0,26.142982353326826
2,77.09900000000005,0.0,2.619184828167608,27.58842829280542
3,107.69900000000001,4.0,42.4811917073709,29.23012797716804
4,107.69900000000001,0.0,0.0,0.0
5,79.50100000000003,0.0,11.960909298561756,27.071413297434336
6,78.13,0.0,4.526816912135592,26.52306006194241
7,74.83299999999997,0.0,8.713731200804034,26.48116149481208
8,80.36400000000003,1.0,19.95830216430797,26.461911934444146
9,75.23400000000004,0.0,4.453163041507435,27.706664948824272
10,81.09800000000007,0.0,3.56569187618036,27.569223157933887
11,82.83300000000008,0.0,3.491005755851832,27.571634194731548
PROMEDIO,83.19275000000003,0.5833333333333334,10.75971395619271,24.8849973450638
