,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,120.10147452354431,1.0,15.355375254077188,26.59704314553376
1,152.14885711669922,1.0,13.081282024956305,29.881446822354604
2,106.16668176651001,3.0,12.918904621453729,24.875728509459158
3,139.28575778007507,0.0,6.962639810784404,28.436907791945302
4,139.28857135772705,0.0,6.962499168034038,28.436907791945302
5,101.14685678482056,3.0,13.634416178292536,24.85018977038576
6,326.52473497390747,1.0,3.724380737348518,61.14279731766289
7,100.74036931991577,3.0,14.695043993604575,24.833245107515882
8,141.57204627990723,0.0,7.792001531838702,28.575874205902675
9,141.5802321434021,0.0,0.0,0.0
10,100.39842319488525,3.0,13.799152673658913,24.778764156841156
11,326.66977429389954,1.0,3.7911774804609117,60.15255181457035
PROMEDIO,157.9686482946078,1.3333333333333333,9.393072789542485,30.21345470284307
