,Tiempo_total,Cantidad_Colisiones,EGO_SCORE,Recorrido_total
0,98.06173253059387,1.0,26.052374229145826,24.127335864826122
1,98.07372069358826,0.0,0.0,0.0
2,208.80054473876953,2.0,7.463452513994038,45.2112622331628
3,208.81082034111023,0.0,0.0,0.0
4,113.00845313072205,3.0,25.327029966996875,26.597422455781892
5,215.88004231452942,4.0,16.02382164266095,45.33262551010221
6,215.88917565345764,0.0,0.0,0.0
7,103.96634316444397,4.0,36.00297371192618,24.790941332904865
8,121.56952428817749,1.0,13.127339306376548,26.836708507005348
9,111.7441098690033,1.0,17.115922899854777,26.912252402340687
10,182.16153526306152,2.0,9.922938859175353,38.67345235603601
11,112.99838376045227,1.0,17.054784644779076,27.01312109205599
12,177.05547189712524,2.0,18.85239470305957,33.83893568498614
13,177.0652813911438,2.0,18.85135027214899,33.83893568498614
PROMEDIO,153.22036707401276,1.6428571428571428,14.699598767865584,25.226642366013444
