#{"t_start": 1689531136.1129184, "env_id": null}
r,l,t
103.299999,93,2195.484053
102.799999,49,2196.332465
96.199998,181,2199.43211
104.199999,69,2200.612758
104.199999,42,2201.379275
105.599999,59,2202.392567
103.299999,45,2203.207444
105.499999,58,2204.203734
102.599999,53,2205.119449
-18.3,20,2205.539094
105.299999,56,2206.503231
-18.1,34,2207.102826
-18.8,21,2207.487204
101.499998,15,2207.801543
104.999999,65,2208.916154
-18.6,14,2209.186225
104.199999,54,2210.139155
-16.1,42,2210.86556
104.499999,51,2211.750815
106.299999,72,2213.04106
-17.4,26,2213.503314
101.699998,26,2213.971514
-18.8,12,2214.207362
103.199999,32,2214.813425
106.099999,79,2216.161357
101.899999,19,2216.510142
102.499999,43,2217.283226
-17.6,27,2217.768746
101.099998,11,2217.983691
104.299999,43,2218.736397
106.399999,73,2220.027156
104.499999,72,2221.255857
-15.3,47,2222.107507
104.499999,57,2223.086101
-18.200001,48,2223.946611
104.499999,78,2225.279683
-15.5,54,2226.244501
102.899999,35,2226.863277
-12.3,86,2228.356854
103.699999,46,2229.15985
-16.3,37,2229.807814
104.199999,45,2230.638519
103.599999,36,2231.272688
106.099999,67,2232.421325
104.999999,62,2233.522007
102.199999,31,2234.065292
100.099998,7,2234.216637
102.599999,29,2234.733226
103.999999,40,2235.468387
103.099999,37,2236.103447
103.999999,52,2237.003529
-14.8,55,2237.979023
-18.1,19,2238.336236
100.999998,49,2239.175782
102.299999,29,2239.722804
-16.9,34,2240.319102
102.199999,37,2240.971025
107.299999,88,2242.485047
106.999999,85,2243.962009
105.699999,66,2245.091898
101.099998,11,2245.315109
105.999999,81,2246.712014
105.799999,91,2248.259093
102.499999,31,2248.836628
102.799999,28,2249.335702
104.099999,50,2250.198207
109.199999,104,2251.987929
106.199999,65,2253.136717
103.199999,35,2253.751116
103.699999,55,2254.700243
-19.1,36,2255.368265
101.399998,17,2255.683321
105.299999,65,2256.799682
106.499999,71,2258.04391
106.399999,67,2259.193187
102.999999,36,2259.86022
-16.3,52,2260.759397
-18.8,15,2261.041228
103.099999,37,2261.688411
105.299999,71,2262.93371
106.299999,78,2264.294898
108.599999,86,2265.750988
-17.2,37,2266.434128
102.399999,30,2266.96578
107.499999,93,2268.571553
107.199999,78,2269.90429
102.499999,28,2270.39793
103.699999,40,2271.127191
101.599998,19,2271.482137
104.299999,61,2272.522185
104.299999,52,2273.457189
104.799999,54,2274.389906
107.499999,78,2275.750468
-18.7,22,2276.145247
104.699999,53,2277.059894
104.999999,65,2278.202859
103.599999,36,2278.835008
105.199999,61,2279.91608
-13.2,83,2281.327143
105.299999,59,2282.37565
-14.3,66,2283.507405
102.599999,38,2284.212135
-14.1,68,2285.377938
102.199999,22,2285.774774
-17.4,35,2286.387072
-18.9,17,2286.739788
104.299999,43,2287.487026
-14.9,51,2288.370768
102.399999,36,2289.034991
-15.9,47,2289.850816
103.799999,38,2290.517387
-16.500001,50,2291.413397
103.599999,90,2292.943671
-11.199999,97,2294.621042
102.099999,30,2295.153429
-19.5,5,2295.270175
104.199999,42,2296.029151
107.699999,77,2297.340245
101.499998,21,2297.760039
106.599999,96,2299.377517
102.099999,21,2299.764216
102.199999,28,2300.286731
101.499998,27,2300.770817
104.399999,47,2301.578705
103.399999,34,2302.232809
106.799999,68,2303.391153
104.199999,63,2304.480522
-17.4,35,2305.088907
103.299999,39,2305.771666
105.599999,71,2307.015012
101.999999,20,2307.383672
103.399999,43,2308.128102
104.099999,41,2308.848364
103.699999,40,2309.575372
104.299999,46,2310.37713
-19.5,5,2310.494188
-14.3,66,2311.651455
102.199999,28,2312.152875
101.199998,21,2312.534522
103.099999,40,2313.234725
104.399999,47,2314.095109
104.499999,54,2315.0216
105.299999,62,2316.154931
106.099999,67,2317.301639
107.399999,104,2319.117497
-15.8,42,2319.848175
102.899999,65,2320.980957
-16.5,38,2321.631612
101.599998,25,2322.078807
101.399998,29,2322.64061
101.999999,35,2323.258011
101.399998,14,2323.522653
101.699998,95,2325.177854
-15.9,71,2326.37895
102.499999,34,2327.010579
101.599998,16,2327.309572
103.499999,50,2328.172109
103.499999,44,2328.93372
103.999999,49,2329.827961
102.099999,30,2330.361637
104.599999,64,2331.455931
-17.2,28,2331.992658
103.299999,57,2332.963516
104.899999,58,2333.995567
100.899998,24,2334.430494
-16.9,34,2335.030392
103.099999,40,2335.729142
101.999999,23,2336.195021
104.499999,63,2337.278778
106.699999,106,2339.100603
107.199999,87,2340.618414
101.599998,19,2340.96718
-18.1,31,2341.517809
-18.8,21,2341.900018
-18.8,15,2342.180897
102.199999,22,2342.583418
100.999998,10,2342.78396
100.599998,12,2343.062902
103.599999,42,2343.79636
101.799998,42,2344.528821
-19.2,8,2344.695326
-16.6,34,2345.330707
104.099999,47,2346.144829
101.799998,24,2346.578203
-19.3,7,2346.728853
102.499999,52,2347.651403
-18.3,17,2347.974308
103.099999,85,2349.420402
103.699999,46,2350.247207
101.799998,24,2350.683925
104.499999,48,2351.511321
104.199999,51,2352.439687
102.899999,29,2352.96205
101.999999,32,2353.520929
104.699999,47,2354.384489
104.199999,75,2355.657965
-16.4,48,2356.495667
102.099999,72,2357.757695
105.599999,113,2359.695479
103.499999,56,2360.662384
102.099999,30,2361.227725
-17.1,41,2361.947981
103.199999,35,2362.552797
102.799999,28,2363.036696
102.099999,30,2363.619231
103.999999,46,2364.418986
104.999999,56,2365.378732
104.299999,52,2366.312989
101.599998,25,2366.763311
105.399999,57,2367.740462
105.599999,62,2368.837063
103.799999,71,2370.101239
106.399999,79,2371.449905
106.299999,90,2373.010077
104.499999,72,2374.239175
104.899999,88,2375.766798
103.499999,80,2377.166137
103.199999,35,2377.779167
106.699999,115,2379.768347
-18.0,20,2380.131529
103.599999,39,2380.818012
106.099999,70,2382.042916
-17.2,28,2382.537494
101.399998,35,2383.151597
105.299999,56,2384.145013
104.299999,55,2385.083278
102.399999,30,2385.611653
-19.5,50,2386.527173
100.399998,43,2387.277779
105.999999,72,2388.538097
-17.3,30,2389.068108
102.199999,28,2389.550441
102.999999,33,2390.134034
105.199999,64,2391.254719
101.799998,63,2392.3362
103.299999,42,2393.131824
104.399999,59,2394.145828
104.999999,71,2395.408427
103.599999,45,2396.190034
101.299998,13,2396.438166
103.299999,63,2397.548933
101.799998,21,2397.934885
-20.400001,2,2398.002665
104.599999,52,2398.899789
-15.9,53,2399.845369
103.899999,42,2400.581532
101.399998,17,2400.892831
107.799999,84,2402.36005
103.799999,53,2403.27414
-16.400001,42,2404.036333
103.299999,51,2404.918955
104.599999,70,2406.150962
103.399999,52,2407.043104
105.099999,75,2408.354472
105.600003,89,2409.853264
-17.5,25,2410.300297
104.299999,49,2411.182897
104.499999,48,2412.012434
102.399999,27,2412.495708
104.899999,67,2413.66631
105.099999,69,2414.840342
99.999998,69,2416.069564
-15.2,60,2417.135135
104.099999,53,2418.051411
103.899999,42,2418.759016
103.599999,81,2420.193168
102.899999,50,2421.052896
102.099999,54,2422.017878
99.899998,65,2423.114998
100.799998,14,2423.390273
-20.3,111,2425.30014
97.699998,109,2427.152599
106.499999,68,2428.37134
103.099999,34,2428.96923
-18.0,23,2429.386065
-19.0,46,2430.183226
-22.5,95,2431.851908
98.699998,95,2433.489707
98.799998,42,2434.221883
99.399998,99,2435.931513
99.699998,48,2436.767543
93.099998,192,2440.050754
95.899998,148,2442.579054
101.799998,117,2444.603575
101.899999,52,2445.488283
94.899998,123,2447.616119
101.599998,19,2447.970915
95.299998,148,2450.564374
100.599998,93,2452.13633
104.799999,87,2453.67299
102.799999,46,2454.461759
104.499999,90,2456.002849
-17.9,24,2456.434279
102.199999,31,2456.984789
102.699999,114,2458.965661
102.799999,37,2459.632495
-17.9,51,2460.509647
102.499999,58,2461.507635
-17.3,39,2462.224581
104.099999,44,2462.988199
100.199998,11,2463.206863
103.699999,40,2463.940291
103.099999,37,2464.569301
101.199998,87,2466.079429
102.699999,33,2466.658805
102.599999,26,2467.127646
-18.5,18,2467.455933
100.999998,13,2467.707609
-18.2,27,2468.193743
104.899999,88,2469.71681
104.799999,54,2470.691629
101.999999,26,2471.155527
102.999999,36,2471.788463
102.699999,69,2472.999493
101.999999,50,2473.857783
100.899998,15,2474.146946
-19.1,9,2474.330127
101.699998,17,2474.640086
-17.7,29,2475.150488
105.399999,72,2476.414467
-17.6,30,2476.954036
103.199999,62,2478.046775
104.199999,69,2479.227414
102.199999,31,2479.826978
-18.6,35,2480.439817
103.099999,43,2481.19076
100.699998,7,2481.339496
102.899999,98,2483.024594
100.999998,10,2483.234561
106.599999,78,2484.585353
105.499999,106,2486.418591
104.099999,41,2487.134141
104.599999,67,2488.279781
-20.6,15,2488.570368
101.799998,78,2489.951483
102.499999,31,2490.496206
104.099999,47,2491.344015
105.799999,106,2493.171821
101.899999,19,2493.522135
103.699999,58,2494.511359
101.899999,28,2495.005607
101.799998,24,2495.473233
-19.8,47,2496.285515
100.499998,35,2496.905659
101.999999,23,2497.316843
102.399999,33,2497.932225
-20.2,52,2498.831265
-20.3,33,2499.410668
104.899999,64,2500.539792
-18.8,18,2500.870554
102.099999,30,2501.407807
-14.7,80,2502.816139
104.799999,54,2503.74453
107.099999,71,2504.985548
104.899999,55,2505.929695
104.799999,51,2506.839395
103.499999,38,2507.504817
105.899999,86,2509.000455
103.399999,73,2510.249896
-18.5,24,2510.680696
101.099998,50,2511.59553
102.799999,43,2512.344021
103.799999,83,2513.773157
-14.4,65,2514.889795
-17.4,65,2516.037123
103.599999,42,2516.768451
-17.6,24,2517.204215
103.299999,63,2518.316022
105.199999,61,2519.365498
-18.7,22,2519.762883
102.699999,51,2520.678119
102.699999,30,2521.20726
101.699998,17,2521.524581
-18.8,15,2521.809202
99.999998,54,2522.77145
102.799999,43,2523.521304
-19.5,38,2524.187732
102.099999,30,2524.749284
105.699999,66,2525.877131
-16.6,49,2526.72393
-19.6,34,2527.358639
101.799998,36,2527.987902
-17.4,35,2528.603343
104.499999,63,2529.71326
100.499998,5,2529.834972
108.999999,132,2532.088804
-19.2,11,2532.306488
102.499999,64,2533.398915
-26.4,164,2536.25346
104.899999,52,2537.151735
-17.100001,44,2537.920017
-20.0,18,2538.283747
103.899999,42,2539.018964
103.199999,44,2539.778714
-17.5,61,2540.858697
103.699999,58,2541.858486
103.299999,36,2542.49175
106.399999,106,2544.332591
105.899999,62,2545.425894
100.699998,7,2545.577389
105.699999,69,2546.761415
101.199998,15,2547.046141
104.299999,49,2547.924841
101.499998,39,2548.590183
103.399999,55,2549.573322
103.699999,70,2550.75515
104.599999,49,2551.635656
101.899999,22,2552.036014
101.299998,13,2552.284848
-17.4,44,2553.050277
103.699999,52,2553.983272
108.099999,105,2555.753028
-16.5,41,2556.50207
101.199998,27,2556.987416
101.699998,41,2557.69812
104.699999,53,2558.663102
-17.5,25,2559.114477
-16.0,49,2559.963941
104.099999,41,2560.71141
104.799999,60,2561.741641
103.499999,44,2562.507372
103.399999,49,2563.390765
103.499999,50,2564.255158
105.599999,71,2565.503747
-16.9,40,2566.200638
102.499999,34,2566.802767
-16.7,39,2567.513502
-15.3,71,2568.72708
102.599999,53,2569.675007
-19.1,18,2570.007479
99.299998,68,2571.175549
-14.8,85,2572.646879
104.699999,50,2573.511165
-18.5,15,2573.799451
104.399999,65,2574.944381
100.499998,17,2575.262675
102.599999,29,2575.778291
105.099999,66,2576.943254
102.699999,27,2577.423892
-18.5,15,2577.702249
102.699999,39,2578.39047
101.199998,15,2578.670728
106.099999,70,2579.894009
107.699999,80,2581.265991
-15.3,47,2582.084448
102.999999,33,2582.665668
101.899999,19,2583.016353
102.999999,39,2583.726953
-18.3,20,2584.091851
-16.0,58,2585.088357
100.599998,30,2585.67474
101.999999,23,2586.087283
-18.0,23,2586.506484
102.699999,36,2587.134876
104.499999,72,2588.394261
102.499999,25,2588.840123
102.199999,22,2589.24169
102.799999,34,2589.83877
-16.600001,52,2590.763425
102.799999,31,2591.318778
106.499999,74,2592.616012
-16.8,32,2593.178642
-17.0,36,2593.814467
102.999999,45,2594.628825
103.199999,35,2595.242691
102.799999,34,2595.838659
-19.5,23,2596.239026
100.699998,7,2596.39164
102.499999,58,2597.422673
105.699999,72,2598.645068
106.399999,76,2599.975385
105.299999,62,2601.039245
101.899999,19,2601.420283
-14.7,62,2602.482522
-18.2,18,2602.821928
100.099998,4,2602.927053
101.099998,20,2603.269607
-17.9,27,2603.777666
105.199999,58,2604.773547
-14.0,60,2605.806031
103.499999,41,2606.55149
104.199999,51,2607.435521
105.399999,60,2608.495232
103.899999,60,2609.529549
104.499999,51,2610.455292
104.199999,54,2611.386996
-17.0,45,2612.160248
103.399999,43,2612.945629
100.799998,11,2613.155841
104.999999,50,2614.019979
-17.1,29,2614.53894
-14.3,69,2615.745568
101.399998,29,2616.262977
104.299999,46,2617.060707
109.799999,101,2618.815395
-13.3,67,2619.990847
103.999999,46,2620.790572
-17.3,27,2621.271841
105.099999,54,2622.238687
104.099999,53,2623.155869
103.999999,46,2623.989032
103.099999,67,2625.137075
-17.4,26,2625.603
101.599998,55,2626.588169
102.099999,21,2626.977856
100.299998,3,2627.06421
103.499999,50,2627.921811
-12.8,78,2629.290899
102.899999,32,2629.855288
105.999999,69,2631.062666
-17.0,30,2631.593493
104.799999,51,2632.473876
101.899999,22,2632.852695
104.499999,51,2633.784653
-18.1,22,2634.185157
102.599999,35,2634.799403
106.499999,95,2636.444307
107.699999,89,2637.99052
105.199999,58,2638.981374
103.899999,54,2639.943338
102.699999,27,2640.423215
-17.6,24,2640.854972
101.799998,24,2641.288434
103.299999,48,2642.155442
-13.3,88,2643.640386
102.199999,31,2644.223796
102.899999,32,2644.783413
105.099999,57,2645.767409
-19.1,15,2646.044952
105.099999,57,2647.05795
109.499999,107,2648.907252
106.099999,67,2650.05463
105.099999,51,2650.965259
-15.9,41,2651.685095
-14.8,52,2652.580294
103.999999,43,2653.362249
109.099999,94,2654.956648
104.699999,53,2655.900665
-16.3,55,2656.832534
105.499999,70,2658.06692
-18.4,16,2658.36511
103.499999,38,2659.028003
-18.3,20,2659.391429
103.499999,35,2660.045867
105.299999,59,2661.061851
104.399999,53,2661.977124
103.999999,46,2662.806816
-16.8,50,2663.665879
100.999998,19,2664.022185
103.699999,43,2664.798348
107.599999,82,2666.193716
104.099999,50,2667.104618
-17.3,33,2667.681624
105.699999,75,2668.995734
-10.499999,98,2670.647085
102.899999,29,2671.195281
107.499999,81,2672.572495
101.499998,24,2673.00841
102.999999,39,2673.713825
-17.1,35,2674.325407
100.999998,22,2674.724323
104.999999,50,2675.623096
106.299999,75,2676.903518
104.499999,57,2677.919746
107.699999,86,2679.378046
-16.1,42,2680.143967
99.599998,95,2681.762029
105.499999,58,2682.803332
100.699998,22,2683.208451
-17.5,37,2683.854877
100.699998,43,2684.635922
102.199999,22,2685.032988
104.099999,41,2685.750466
103.299999,36,2686.386231
101.899999,25,2686.868592
100.199998,8,2687.030668
-18.9,14,2687.300263
-19.0,10,2687.502414
100.699998,13,2687.749596
102.799999,37,2688.394621
-17.1,29,2688.914874
102.299999,35,2689.557419
103.899999,57,2690.536742
103.299999,39,2691.212727
104.899999,61,2692.298327
103.299999,51,2693.168473
-17.1,35,2693.819996
102.599999,38,2694.484491
101.199998,27,2694.96691
105.699999,60,2696.02354
103.099999,61,2697.065975
102.499999,34,2697.666394
102.599999,56,2698.664366
103.999999,46,2699.458458
103.399999,37,2700.111125
-17.2,31,2700.694713
103.199999,59,2701.707597
105.399999,78,2703.06941
102.400003,48,2703.902023
-17.6,39,2704.579442
101.699998,38,2705.295416
102.599999,41,2706.010983
105.199999,67,2707.159478
103.499999,41,2707.906996
105.199999,58,2708.90464
104.399999,62,2710.021865
101.299998,34,2710.620605
100.599998,93,2712.234922
103.799999,44,2712.995107
101.199998,21,2713.381273
100.599998,15,2713.662816
103.399999,34,2714.297054
-18.4,16,2714.596524
101.699998,53,2715.512156
105.799999,61,2716.603224
-18.5,15,2716.892927
101.699998,44,2717.653929
-16.6,40,2718.356057
103.099999,52,2719.283875
-17.3,33,2719.86573
103.499999,44,2720.629615
105.099999,69,2721.8397
101.999999,41,2722.586934
102.699999,57,2723.637299
104.599999,70,2724.813954
103.099999,40,2725.543541
103.399999,58,2726.544548
106.599999,78,2727.913613
104.399999,56,2728.872121
103.399999,43,2729.612703
-18.2,18,2729.979757
99.199998,31,2730.529662
-18.2,18,2730.86126
103.199999,41,2731.574973
103.399999,43,2732.353752
103.399999,61,2733.403392
101.299998,16,2733.704927
104.599999,55,2734.685674
-14.3,75,2735.966143
-18.8,21,2736.348075
104.499999,51,2737.253763
-19.5,20,2737.619501
102.999999,39,2738.299057
107.899999,100,2740.045206
-18.0,23,2740.463257
103.999999,43,2741.262622
102.699999,27,2741.746933
-16.3,46,2742.547189
105.099999,57,2743.560453
-17.9,21,2743.93947
102.199999,31,2744.490236
102.499999,34,2745.0863
102.799999,34,2745.731955
105.199999,58,2746.731515
-18.3,23,2747.148118
103.399999,52,2748.079939
-12.5,84,2749.498388
-19.0,16,2749.801292
104.399999,44,2750.612209
101.099998,11,2750.834112
-15.7,58,2751.824459
102.399999,36,2752.45972
103.399999,34,2753.126865
-18.6,14,2753.390124
102.099999,36,2754.017626
103.899999,39,2754.705083
103.899999,54,2755.672851
107.499999,78,2757.005446
103.299999,33,2757.621917
103.899999,45,2758.401737
101.999999,29,2758.917282
107.099999,95,2760.55782
106.599999,69,2761.759694
-18.0,32,2762.323782
102.299999,26,2762.792255
105.499999,88,2764.315265
102.699999,33,2764.882368
-17.0,33,2765.462464
102.199999,46,2766.277323
105.499999,67,2767.420839
-18.4,16,2767.722485
101.899999,19,2768.069377
101.999999,23,2768.517415
102.799999,40,2769.217864
-19.1,12,2769.450242
103.899999,66,2770.612241
105.599999,62,2771.677174
-15.2,48,2772.501565
104.999999,56,2773.502216
104.899999,55,2774.449532
-17.2,34,2775.081517
-19.3,10,2775.281967
101.699998,20,2775.648245
105.899999,71,2776.862518
-16.6,34,2777.486962
102.399999,42,2778.21751
103.999999,61,2779.265989
104.899999,55,2780.261391
105.699999,72,2781.49494
-13.3,82,2782.916211
102.899999,47,2783.715637
105.799999,82,2785.145033
103.099999,34,2785.744768
101.599998,19,2786.090683
100.999998,10,2786.288047
105.199999,55,2787.267169
-17.9,21,2787.647589
103.599999,42,2788.384112
106.799999,77,2789.715992
-16.8,32,2790.282212
100.499998,8,2790.448619
102.599999,32,2791.048146
-18.1,22,2791.447275
101.399998,23,2791.863303
105.099999,60,2792.893354
105.899999,59,2793.948188
102.399999,36,2794.584782
-17.4,26,2795.047755
101.599998,52,2795.998502
100.999998,13,2796.249523
105.999999,69,2797.431681
105.099999,66,2798.598689
100.999998,31,2799.147237
-17.7,74,2800.457832
100.599998,9,2800.645934
103.899999,69,2801.817425
105.399999,108,2803.698268
105.299999,77,2805.046636
-15.6,56,2806.011792
102.699999,33,2806.592379
104.099999,50,2807.509715
103.199999,47,2808.318198
-16.9,34,2808.952289
101.399998,35,2809.562989
103.299999,45,2810.35011
106.299999,75,2811.670707
103.899999,99,2813.335701
101.699998,35,2814.006329
105.399999,99,2815.694979
105.099999,66,2816.818626
102.299999,47,2817.623613
102.799999,85,2819.094136
100.699998,22,2819.493664
-16.6,46,2820.336051
97.399998,130,2822.559921
-14.7,62,2823.624543
100.199998,65,2824.79041
103.799999,86,2826.248049
102.699999,36,2826.914381
106.099999,79,2828.250465
105.799999,79,2829.632982
104.299999,88,2831.13426
102.899999,29,2831.680336
-17.8,25,2832.132531
100.899998,54,2833.065915
100.899998,12,2833.301567
-20.4,131,2835.543297
100.699998,67,2836.737201
104.399999,62,2837.799813
98.399998,80,2839.199114
104.299999,52,2840.09481
96.899998,71,2841.356377
-17.4,47,2842.173838
-18.0,59,2843.252955
102.799999,67,2844.373569
-16.3,40,2845.113308
101.199998,18,2845.434974
-18.500001,24,2845.876262
101.999999,29,2846.388734
102.199999,64,2847.519605
-15.9,44,2848.283026
101.699998,26,2848.751972
101.999999,35,2849.405754
105.999999,99,2851.085542
-18.5,21,2851.516196
102.699999,39,2852.191755
103.699999,43,2852.94584
-19.7,15,2853.224972
100.899998,27,2853.711167
101.699998,41,2854.455314
103.899999,51,2855.33586
-18.6,20,2855.704488
101.099998,44,2856.501102
96.199998,139,2858.882015
99.899998,20,2859.249134
101.699998,26,2859.713928
103.099999,37,2860.36443
101.799998,18,2860.7241
100.699998,7,2860.877034
103.599999,48,2861.706377
102.599999,32,2862.270258
-17.8,28,2862.769789
100.899998,21,2863.181692
-17.8,31,2863.734345
100.699998,52,2864.628823
-14.6,75,2865.936977
102.099999,39,2866.606871
-16.5,47,2867.454754
104.399999,44,2868.214322
-19.8,5,2868.31613
104.199999,42,2869.044751
101.399998,14,2869.308398
104.899999,64,2870.436765
103.099999,34,2871.034269
-18.7,55,2872.016609
99.799998,25,2872.455263
100.399998,91,2873.988151
102.599999,41,2874.736757
-18.9,20,2875.101194
97.899998,123,2877.210217
107.299999,85,2878.708155
103.299999,99,2880.35529
102.699999,33,2880.971023
100.499998,47,2881.782027
-17.0,33,2882.363329
99.199998,52,2883.296103
101.499998,24,2883.731075
102.599999,101,2885.472387
-17.2,34,2886.067634
99.199998,76,2887.363321
102.099999,60,2888.443667
101.299998,40,2889.145898
102.799999,43,2889.923239
103.599999,36,2890.553275
-17.5,25,2891.005149
-18.6,17,2891.323766
-19.7,39,2892.038186
95.999998,101,2893.750495
107.699999,110,2895.6434
103.799999,53,2896.610048
102.899999,59,2897.627182
101.499998,87,2899.141841
-16.5,44,2899.90683
101.999999,56,2900.87427
-18.0,47,2901.713433
102.399999,45,2902.500166
100.899998,48,2903.374876
102.999999,54,2904.307724
103.499999,35,2904.918688
103.899999,39,2905.638768
98.099998,86,2907.101486
100.299998,18,2907.4349
100.199998,2,2907.50526
103.700003,52,2908.431772
105.699999,102,2910.187758
105.099999,69,2911.365881
104.099999,47,2912.231499
98.899998,103,2913.950067
100.299998,69,2915.165866
-19.1,9,2915.35186
101.099998,11,2915.568253
-17.3,39,2916.241605
100.099998,64,2917.381766
-18.2,21,2917.766443
96.399998,96,2919.438391
-19.2,8,2919.607805
100.399998,58,2920.593867
102.399999,24,2921.034638
100.700003,112,2922.968254
103.699999,79,2924.350039
105.199999,85,2925.834678
-15.5,90,2927.36893
100.899998,18,2927.701522
100.699998,10,2927.933546
-20.9,90,2929.46585
102.499999,49,2930.331183
105.399999,72,2931.563709
-17.3,39,2932.240575
100.599998,24,2932.737956
102.899999,71,2933.93876
103.999999,52,2934.869865
104.899999,73,2936.104162
-15.0,62,2937.201715
103.199999,56,2938.163325
102.499999,25,2938.613575
104.899999,67,2939.805949
102.599999,41,2940.518414
-18.5,18,2940.854906
103.899999,51,2941.762096
107.999999,98,2943.415952
101.199998,12,2943.685608
105.400003,69,2944.864537
-15.3,53,2945.815006
105.199999,64,2946.91613
104.299999,49,2947.762674
100.699998,10,2947.959548
104.699999,56,2948.959113
103.599999,42,2949.689375
105.099999,57,2950.700445
-12.1,85,2952.150769
103.099999,34,2952.780905
105.199999,61,2953.824147
102.199999,25,2954.274258
-18.1,19,2954.635759
104.699999,47,2955.481709
105.699999,66,2956.598118
103.999999,46,2957.448971
-18.7,13,2957.698866
102.499999,34,2958.294692
102.199999,31,2958.847107
-19.2,17,2959.164129
102.799999,40,2959.910158
-18.0,23,2960.328151
103.199999,41,2961.039189
104.399999,44,2961.83641
106.499999,74,2963.094695
104.499999,51,2964.004189
-16.7,42,2964.736935
101.899999,28,2965.234423
103.399999,40,2965.930859
105.699999,78,2967.287475
-17.2,34,2967.863353
104.899999,64,2968.991239
105.899999,80,2970.345002
103.599999,42,2971.125554
103.499999,47,2971.938404
106.199999,65,2973.080306
-15.5,48,2973.913404
-18.6,47,2974.729617
103.399999,43,2975.510422
-16.8,35,2976.130199
103.799999,41,2976.840504
108.399999,87,2978.352428
107.799999,108,2980.211594
-14.7,86,2981.675381
103.099999,61,2982.769758
104.499999,57,2983.746839
100.699998,58,2984.781773
104.999999,68,2985.947432
103.099999,103,2987.737856
105.699999,63,2988.853536
103.899999,63,2989.922177
107.799999,81,2991.356012
106.299999,69,2992.534775
104.699999,53,2993.558705
105.099999,96,2995.222944
105.899999,77,2996.522965
-18.4,19,2996.877689
102.599999,59,2997.918329
104.499999,57,2998.899347
103.699999,52,2999.826212
-16.9,34,3000.428424
103.599999,39,3001.1062
105.599999,71,3002.348347
105.099999,54,3003.283147
103.699999,67,3004.454739
104.699999,53,3005.359598
103.699999,37,3006.006859
102.299999,26,3006.504431
102.899999,50,3007.372422
107.199999,75,3008.684444
107.099999,80,3010.052048
102.899999,35,3010.664146
107.299999,79,3012.041588
105.299999,53,3012.959573
100.499998,14,3013.256096
-19.2,8,3013.422232
102.599999,47,3014.237213
104.599999,70,3015.470917
-12.3,83,3016.881733
103.499999,35,3017.492135
101.299998,16,3017.825233
102.999999,39,3018.508565
103.999999,40,3019.21193
104.799999,48,3020.07102
102.799999,40,3020.771382
-15.9,50,3021.636719
-18.3,29,3022.186533
104.599999,55,3023.13619
-13.5,77,3024.471183
102.499999,25,3024.923049
102.599999,29,3025.436727
-13.2,86,3026.931324
102.999999,42,3027.659746
-12.1,94,3029.283365
102.899999,50,3030.148399
-17.8,34,3030.74931
101.199998,21,3031.166053
102.899999,35,3031.776023
104.799999,57,3032.760438
103.299999,36,3033.422038
102.299999,29,3033.936773
-18.8,12,3034.171174
-14.9,84,3035.592306
102.599999,26,3036.094903
104.799999,60,3037.123708
106.999999,79,3038.504798
-18.7,13,3038.751807
101.099998,11,3038.970783
102.799999,28,3039.469095
-17.1,29,3039.984814
101.099998,11,3040.236043
103.399999,52,3041.133569
103.199999,41,3041.848014
102.099999,30,3042.380703
103.299999,33,3042.996671
102.899999,50,3043.861722
100.999998,13,3044.111611
106.899999,81,3045.527258
-17.6,24,3045.95829
100.299998,9,3046.140571
101.999999,26,3046.610661
103.399999,43,3047.386889
101.899999,19,3047.740357
106.999999,91,3049.31873
-15.0,56,3050.279653
103.599999,42,3051.01503
-18.7,25,3051.462703
-17.4,26,3051.964615
100.399998,7,3052.116759
102.599999,29,3052.624733
101.699998,20,3052.990781
102.299999,26,3053.456242
108.399999,84,3054.903007
103.499999,77,3056.249533
101.299998,13,3056.500378
104.999999,50,3057.352333
106.199999,65,3058.519948
107.199999,75,3059.784807
-14.8,67,3060.967602
-16.5,38,3061.631669
103.499999,44,3062.395034
-14.3,78,3063.759054
-17.9,27,3064.244517
104.699999,62,3065.337997
107.799999,81,3066.706614
102.899999,35,3067.363024
105.199999,79,3068.709454
106.099999,67,3069.87657
-16.3,37,3070.524068
102.399999,24,3070.974744
105.699999,63,3072.103235
105.800003,73,3073.386367
102.799999,34,3073.98433
104.399999,50,3074.914653
106.999999,73,3076.154794
104.299999,46,3076.998301
105.399999,60,3078.03183
106.799999,74,3079.329246
-18.4,19,3079.673352
-17.6,24,3080.107814
-15.4,46,3080.935887
-17.7,26,3081.407636
-18.9,14,3081.671661
101.999999,23,3082.085371
105.399999,57,3083.056231
-19.4,6,3083.225965
-17.3,39,3083.902804
-15.4,58,3084.889328
104.099999,41,3085.645356
102.199999,22,3086.036186
104.199999,48,3086.872934
-14.3,75,3088.173577
102.599999,32,3088.745391
103.199999,35,3089.353801
106.499999,68,3090.548373
104.899999,61,3091.597164
103.699999,43,3092.396885
-18.9,17,3092.711553
102.799999,28,3093.21512
101.499998,18,3093.546565
101.999999,29,3094.054674
-16.5,44,3094.854446
101.599998,22,3095.256002
104.999999,77,3096.569044
-19.0,10,3096.799747
103.399999,43,3097.552426
102.199999,25,3097.992038
107.499999,84,3099.47563
102.599999,26,3099.943684
103.399999,37,3100.592339
-16.900001,43,3101.371966
104.899999,52,3102.26807
